id,sentence,file_name,location,label,negative,positive,neutral
423,"Well it's time we finally said we notice, and we care, and we're not gonna settle anymore.",doc3.txt,64,pos,0.47089984496783266,0.5291001550321673,0.36181154087999556
424,"You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago.",doc3.txt,65,pos,0.3679240430667342,0.6320759569332658,0.2422622572759593
425,"He was talking about what an awful job his own party has done governing this country, and he said that with all the mistakes and misjudgments the Republicans have made over the last six years, the slogan for the Democrats should come down to just two words:
Had enough?",doc3.txt,66,neutral,0.6908476354922006,0.3091523645077994,0.5244659814193351
426,"I don't know about you, but I think old Newt is onto something here.",doc3.txt,67,neg,0.6332604881758679,0.36673951182413217,0.26700722838404717
427,Because I think we've all had enough.,doc3.txt,68,neg,0.6514391221289866,0.3485608778710135,0.16911018108833684
428,Enough of the broken promises.,doc3.txt,69,neg,0.5488723852372207,0.4511276147627793,0.3454450205341451
429,Enough of the failed leadership.,doc3.txt,70,neg,0.5753638926671156,0.4246361073328844,0.29101803390096886
430,"Enough of the can't-do, won't-do, won't-even-try style of governance.",doc3.txt,71,neg,0.7345860775497415,0.2654139224502585,0.21750253256701405
431,"Four years after 9/11, I've had enough of being told that we can find the money to give Paris Hilton more tax cuts, but we can't find enough to protect our ports or our railroads or our chemical plants or our borders.",doc3.txt,72,neutral,0.7514209985739893,0.24857900142601075,0.5911334887353714
432,I've had enough of the closed-door deals that give billions to the HMOs when we're told that we can't do a thing for the 45 million uninsured or the millions more who can't pay their medical bills.,doc3.txt,73,neg,0.6474545095659074,0.3525454904340926,0.3703533574021231
433,I've had enough of being told that we can't afford body armor for our troops and health care for our veterans and benefits for the wounded heroes who've risked their lives for this country.,doc3.txt,74,neg,0.5531305246577296,0.4468694753422704,0.3019759056941514
434,I've had enough of that.,doc3.txt,75,neg,0.5617270974923637,0.4382729025076363,0.16784931454566301
435,I've had enough of giving billions away to the oil companies when we're told that we can't invest in the renewable energy that will create jobs and lower gas prices and finally free us from our dependence on the oil wells of Saudi Arabia.,doc3.txt,76,neg,0.5490777952006798,0.45092220479932027,0.18518484825014356
436,I've had enough of our kids going to schools where the rats outnumber the computers.,doc3.txt,77,neg,0.6294411332487571,0.37055886675124294,0.19597171190382165
437,I've had enough of Katrina survivors living out of their cars and begging FEMA for trailers.,doc3.txt,78,neg,0.562216151439652,0.437783848560348,0.41578562152090015
438,And I've had enough of being told that all we can do about this is sit and wait and hope that the good fortune of a few trickles on down to everyone else in this country.,doc3.txt,79,neg,0.658762596802057,0.341237403197943,0.20931862658718045
439,"You know, we all remember that George Bush said in 2000 campaign that he was against nation-building.",doc3.txt,80,neutral,0.25604981270262583,0.7439501872973742,0.9072909438098553
440,We just didn't know he was talking about this one.,doc3.txt,81,neg,0.6964127267621826,0.3035872732378174,0.3871543383058804
441,"Now, let me say this - I don't think that George Bush is a bad man.",doc3.txt,82,neg,0.8803438107211986,0.11965618927880144,0.11384729184868798
442,I think he loves his country.,doc3.txt,83,neutral,0.5222373652961305,0.4777626347038695,0.8882584620906896
443,I don't think this administration is full of stupid people - I think there are a lot of smart folks in there.,doc3.txt,84,neg,0.7303384851207042,0.2696615148792958,0.09351502777814807
444,The problem isn't that their philosophy isn't working the way it's supposed to - it's that it is.,doc3.txt,85,neg,0.8044632335606697,0.19553676643933027,0.46266463472120883
445,It's that it's doing exactly what it's supposed to do.,doc3.txt,86,neg,0.6152739241947238,0.3847260758052762,0.36269333417342514
446,The reason they don't believe government has a role in solving national problems is because they think government is the problem.,doc3.txt,87,neutral,0.6805409049630202,0.3194590950369797,0.9538821439172044
447,"That we're better off if we dismantle it - if we divvy it up into individual tax breaks, hand 'em out, and encourage everyone to go buy your own health care, your own retirement security, your own child care, their own schools, your own private security force, your own roads, their own levees...",doc3.txt,88,pos,0.4321708001342348,0.5678291998657652,0.44484963158176677
448,It's called the Ownership Society in Washington.,doc3.txt,89,neutral,0.3719969566257493,0.6280030433742507,0.7431149159903562
449,But in our past there has been another term for it - Social Darwinism - every man or women for him or herself.,doc3.txt,90,neutral,0.4737734142891914,0.5262265857108086,0.8868729334775199
450,It allows us to say to those whose health care or tuition may rise faster than they can afford - life isn't fair.,doc3.txt,91,neg,0.5217816106916201,0.4782183893083799,0.18270494619594188
451,It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.,doc3.txt,92,pos,0.4069635603640467,0.5930364396359533,0.2417197228199349
452,"It lets us say to the guy who worked twenty or thirty years in the factory and then watched his plant move out to Mexico or China - we're sorry, but you're on your own.",doc3.txt,93,neg,0.5482671734142516,0.4517328265857484,0.09201165127807313
453,It's a bracing idea.,doc3.txt,94,pos,0.4713440472691687,0.5286559527308313,0.35843264627094196
454,It's a tempting idea.,doc3.txt,95,neg,0.5146526614318518,0.4853473385681481,0.3602025399089234
455,And it's the easiest thing in the world.,doc3.txt,96,pos,0.396004122671997,0.603995877328003,0.3859535468939495
456,But there's just one problem.,doc3.txt,97,neg,0.6122109305521872,0.3877890694478128,0.37757183013993284
457,It doesn't work.,doc3.txt,98,neg,0.743103402588066,0.25689659741193405,0.3475069832357984
458,It ignores our history.,doc3.txt,99,neutral,0.43770617984450366,0.5622938201554963,0.6364029596257107
459,"Yes, our greatness as a nation has depended on individual initiative, on a belief in the free market.",doc3.txt,100,neutral,0.29032073169751016,0.7096792683024898,0.704119413468054
460,"But it has also depended on our sense of mutual regard for each other, of mutual responsibility.",doc3.txt,101,neutral,0.25120067254822576,0.7487993274517742,0.5792863965540336
461,"The idea that everybody has a stake in the country, that we're all in it together and everybody's got a shot at opportunity.",doc3.txt,102,neutral,0.4872306315506316,0.5127693684493684,0.9083735540270593
462,Americans know this.,doc3.txt,103,neutral,0.5023083599158287,0.4976916400841713,0.5350575619095214
463,We know that government can't solve all our problems - and we don't want it to.,doc3.txt,104,neg,0.6427833568952344,0.3572166431047656,0.435711479703535
464,But we also know that there are some things we can't do on our own.,doc3.txt,105,neg,0.5087113680669317,0.4912886319330682,0.2498292081547752
465,We know that there are some things we do better together.,doc3.txt,106,pos,0.422567366191799,0.577432633808201,0.22919759589934272
466,"We know that we've been called in churches and mosques, synagogues and Sunday schools to love our neighbors as ourselves; to be our brother's keeper; to be our sister's keeper.",doc3.txt,107,pos,0.22636234621247064,0.7736376537875294,0.4133492741792386
467,"That we have individual responsibility, but we also have collective responsibility to each other.",doc3.txt,108,pos,0.3160156889497855,0.6839843110502145,0.33965749315952665
468,That's what America is.,doc3.txt,109,neutral,0.29180561981951514,0.7081943801804849,0.5687796432124953
469,"And so I am eager to have this argument not just with the President, but the entire Republican Party over what this country is about.",doc3.txt,110,neg,0.599127153485367,0.4008728465146329,0.2849927339084872
470,Because I think that this is our moment to lead.,doc3.txt,111,pos,0.46834843852480457,0.5316515614751954,0.36271302614461726
471,The time for our party's identity crisis is over.,doc3.txt,112,neutral,0.34951639733901607,0.6504836026609839,0.8732729168288289
472,Don't let anyone tell you we don't know what we stand for and don't doubt it yourselves.,doc3.txt,113,neg,0.5972898481729187,0.4027101518270813,0.3346034217763894
473,We know who we are.,doc3.txt,114,neutral,0.3866707579950711,0.6133292420049289,0.6198503857292783
474,"And in the end, we know that it isn't enough to just say that you've had enough.",doc3.txt,115,neg,0.7176543909979659,0.2823456090020341,0.2130982489880724
475,So let it be said that we are the party of opportunity.,doc3.txt,116,neg,0.5370513322661465,0.4629486677338535,0.35494038918570053
476,"That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training.",doc3.txt,117,neutral,0.321233093955698,0.678766906044302,0.8508136215942489
477,"Let it be said that we are the party of affordable, accessible health care for all Americans.",doc3.txt,118,pos,0.418488015333338,0.581511984666662,0.2180246738995251
